Symbol	Ensg	Tumor_Type	Evidence	Role
FXR1	ENSG00000114416	CM	C	LoF
FXR1	ENSG00000114416	LUAD	C	LoF
FXR1	ENSG00000114416	LUSC	C	LoF
G3BP1	ENSG00000145907	LUAD	C	Ambiguous
G3BP2	ENSG00000138757	BRCA	C	Act
G3BP2	ENSG00000138757	CM	C	Act
G3BP2	ENSG00000138757	STAD	C	Act
G3BP2	ENSG00000138757	UCEC	C	Act
G3BP2	ENSG00000138757	LUAD	C	Act
G3BP2	ENSG00000138757	HNSC	C	Act
G3BP2	ENSG00000138757	PRAD	C	Act
G3BP2	ENSG00000138757	RCCC	C	Act
G3BP2	ENSG00000138757	BLCA	C	Act
G3BP2	ENSG00000138757	LUSC	C	Act
GATA3	ENSG00000107485	BRCA	A	LoF
GATA3	ENSG00000107485	LUSC	A	LoF
GATA3	ENSG00000107485	STAD	A	LoF
GATA3	ENSG00000107485	COREAD	A	LoF
GATA3	ENSG00000107485	CM	A	LoF
GNA11	ENSG00000088256	STAD	B	Act
GNAI1	ENSG00000127955	CLL	C	LoF
GNAI1	ENSG00000127955	LUAD	C	LoF
GNAI1	ENSG00000127955	LUSC	C	LoF
GNAI1	ENSG00000127955	STAD	C	LoF
GNAI1	ENSG00000127955	UCEC	C	LoF
GNAS	ENSG00000087460	SCLC	B	Act
GNAS	ENSG00000087460	HNSC	B	Act
GNAS	ENSG00000087460	PRAD	B	Act
GNAS	ENSG00000087460	PAAD	A	Act
GNAS	ENSG00000087460	THCA	B	Act
GNAS	ENSG00000087460	OV	B	Act
GNAS	ENSG00000087460	COREAD	A	Act
GNAS	ENSG00000087460	BLCA	B	Act
GNG2	ENSG00000186469	CM	C	LoF
GNG2	ENSG00000186469	LUAD	C	LoF
GOLGA5	ENSG00000066455	LUSC	B	Act
GOLGA5	ENSG00000066455	STAD	B	Act
GOLGA5	ENSG00000066455	BRCA	B	Act
GOLGA5	ENSG00000066455	CM	B	Act
GOLGA5	ENSG00000066455	BLCA	B	Act
GOLGA5	ENSG00000066455	COREAD	B	Act
GOLGA5	ENSG00000066455	OV	B	Act
GPS2	ENSG00000132522	OV	C	LoF
GPS2	ENSG00000132522	CLL	C	LoF
GPS2	ENSG00000132522	UCEC	C	LoF
GPS2	ENSG00000132522	BRCA	C	LoF
GPS2	ENSG00000132522	BLCA	C	LoF
GPSM2	ENSG00000121957	UCEC	C	LoF
GPSM2	ENSG00000121957	LUSC	C	LoF
GPSM2	ENSG00000121957	HNSC	C	LoF
GPSM2	ENSG00000121957	LUAD	C	LoF
HCFC1	ENSG00000268768	BRCA	C	Act
HCFC1	ENSG00000172534	BRCA	C	Act
HDAC2	ENSG00000196591	PAAD	C	LoF
HDAC3	ENSG00000171720	UCEC	C	LoF
HDAC3	ENSG00000171720	OV	C	LoF
HDAC3	ENSG00000171720	STAD	C	LoF
HDAC3	ENSG00000171720	CM	C	LoF
HDAC9	ENSG00000048052	GBM	C	Act
HDAC9	ENSG00000048052	CM	C	Act
HDAC9	ENSG00000048052	RCCC	C	Act
HGF	ENSG00000019991	SCLC	C	Act
HGF	ENSG00000019991	UCEC	C	Act
HGF	ENSG00000019991	ESCA	C	Act
HGF	ENSG00000019991	NSCLC	C	Act
HGF	ENSG00000019991	PRAD	C	Act
HGF	ENSG00000019991	LGG	C	Act
HGF	ENSG00000019991	OV	C	Act
HIC2	ENSG00000169635	PAAD	A	Ambiguous
HLA-A	ENSG00000223980	LUSC	C	Ambiguous
HLA-A	ENSG00000227715	LUSC	C	Ambiguous
HLA-A	ENSG00000206505	LUAD	C	Ambiguous
HLA-A	ENSG00000224320	LUAD	C	Ambiguous
HLA-A	ENSG00000229215	LUSC	C	Ambiguous
HLA-A	ENSG00000235657	LUSC	C	Ambiguous
HLA-A	ENSG00000224320	LUSC	C	Ambiguous
HLA-A	ENSG00000231834	LUAD	C	Ambiguous
HLA-A	ENSG00000206503	LUAD	C	Ambiguous
HLA-A	ENSG00000224320	STAD	C	Ambiguous
HLA-A	ENSG00000229215	CM	C	Ambiguous
HLA-A	ENSG00000206505	STAD	C	Ambiguous
HLA-A	ENSG00000206505	LUSC	C	Ambiguous
HLA-A	ENSG00000231834	LUSC	C	Ambiguous
HLA-A	ENSG00000227715	LUAD	C	Ambiguous
HLA-A	ENSG00000206503	LUSC	C	Ambiguous
HLA-A	ENSG00000223980	LUAD	C	Ambiguous
HLA-A	ENSG00000235657	LUAD	C	Ambiguous
HLA-A	ENSG00000235657	CM	C	Ambiguous
HLA-A	ENSG00000231834	BRCA	C	Ambiguous
HLA-A	ENSG00000206503	BRCA	C	Ambiguous
HLA-A	ENSG00000227715	STAD	C	Ambiguous
HLA-A	ENSG00000227715	BRCA	C	Ambiguous
HLA-A	ENSG00000206505	BRCA	C	Ambiguous
HLA-A	ENSG00000224320	BRCA	C	Ambiguous
HLA-A	ENSG00000224320	BLCA	C	Ambiguous
HLA-A	ENSG00000206505	BLCA	C	Ambiguous
HLA-A	ENSG00000227715	BLCA	C	Ambiguous
HLA-A	ENSG00000223980	BLCA	C	Ambiguous
HLA-A	ENSG00000235657	BRCA	C	Ambiguous
HLA-A	ENSG00000206503	BLCA	C	Ambiguous
HLA-A	ENSG00000235657	BLCA	C	Ambiguous
HLA-A	ENSG00000229215	BLCA	C	Ambiguous
HLA-A	ENSG00000224320	HNSC	C	Ambiguous
HLA-A	ENSG00000206505	HNSC	C	Ambiguous
HLA-A	ENSG00000227715	HNSC	C	Ambiguous
HLA-A	ENSG00000223980	HNSC	C	Ambiguous
HLA-A	ENSG00000206503	HNSC	C	Ambiguous
HLA-A	ENSG00000231834	HNSC	C	Ambiguous
HLA-A	ENSG00000235657	HNSC	C	Ambiguous
HLA-A	ENSG00000229215	HNSC	C	Ambiguous
HLA-A	ENSG00000231834	BLCA	C	Ambiguous
HLA-A	ENSG00000229215	BRCA	C	Ambiguous
HLA-A	ENSG00000223980	BRCA	C	Ambiguous
HLA-A	ENSG00000206505	CM	C	Ambiguous
HLA-A	ENSG00000231834	CM	C	Ambiguous
HLA-A	ENSG00000223980	STAD	C	Ambiguous
HLA-A	ENSG00000206503	STAD	C	Ambiguous
HLA-A	ENSG00000229215	LUAD	C	Ambiguous
HLA-A	ENSG00000231834	STAD	C	Ambiguous
HLA-A	ENSG00000235657	STAD	C	Ambiguous
HLA-A	ENSG00000229215	STAD	C	Ambiguous
HLA-A	ENSG00000206503	CM	C	Ambiguous
HLA-A	ENSG00000223980	CM	C	Ambiguous
HLA-A	ENSG00000224320	CM	C	Ambiguous
HLA-A	ENSG00000227715	CM	C	Ambiguous
HLA-B	ENSG00000234745	ESCA	C	Ambiguous
HLA-B	ENSG00000224608	ESCA	C	Ambiguous
HLA-B	ENSG00000228964	ESCA	C	Ambiguous
HLA-B	ENSG00000232126	HNSC	C	Ambiguous
HLA-B	ENSG00000224608	HNSC	C	Ambiguous
HLA-B	ENSG00000234745	HNSC	C	Ambiguous
HLA-B	ENSG00000206450	ESCA	C	Ambiguous
HLA-B	ENSG00000232126	ESCA	C	Ambiguous
HLA-B	ENSG00000223532	ESCA	C	Ambiguous
HLA-B	ENSG00000228964	HNSC	C	Ambiguous
HLA-B	ENSG00000234745	STAD	C	Ambiguous
HLA-B	ENSG00000224608	CM	C	Ambiguous
HLA-B	ENSG00000228964	CM	C	Ambiguous
HLA-B	ENSG00000232126	CM	C	Ambiguous
HLA-B	ENSG00000223532	HNSC	C	Ambiguous
HLA-B	ENSG00000234745	CM	C	Ambiguous
HLA-B	ENSG00000223532	STAD	C	Ambiguous
HLA-B	ENSG00000206450	HNSC	C	Ambiguous
HLA-B	ENSG00000232126	STAD	C	Ambiguous
HLA-B	ENSG00000228964	STAD	C	Ambiguous
HLA-B	ENSG00000224608	STAD	C	Ambiguous
HLA-B	ENSG00000206450	CM	C	Ambiguous
HLA-B	ENSG00000223532	CM	C	Ambiguous
HLA-B	ENSG00000206450	STAD	C	Ambiguous
HLF	ENSG00000108924	RCCC	B	Act
HLF	ENSG00000108924	BRCA	B	Act
HLF	ENSG00000108924	LUSC	B	Act
HLF	ENSG00000108924	CM	B	Act
HNF1A	ENSG00000135100	PRAD	B	LoF
HNRPDL	ENSG00000152795	HNSC	C	LoF
HNRPDL	ENSG00000152795	BLCA	C	LoF
HNRPDL	ENSG00000152795	STAD	C	LoF
HNRPDL	ENSG00000152795	BRCA	C	LoF
HNRPDL	ENSG00000152795	THCA	C	LoF
HNRPDL	ENSG00000152795	CM	C	LoF
HNRPDL	ENSG00000152795	CLL	C	LoF
HNRPDL	ENSG00000152795	RCCC	C	LoF
HRAS	ENSG00000174775	CM	A	Act
HRAS	ENSG00000174775	PRAD	A	Act
HRAS	ENSG00000174775	BLCA	A	Act
HRAS	ENSG00000174775	HNSC	A	Act
HRAS	ENSG00000174775	CLL	A	Act
HRAS	ENSG00000174775	LUSC	A	Act
HRAS	ENSG00000174775	THCA	A	Act
HSP90AA1	ENSG00000080824	OV	B	Act
HSP90AA1	ENSG00000080824	LUSC	B	Act
HSP90AA1	ENSG00000080824	LUAD	B	Act
HSP90AA1	ENSG00000080824	BLCA	B	Act
HSP90AB1	ENSG00000096384	RCCC	B	Act
HSP90AB1	ENSG00000096384	PRAD	B	Act
HSP90AB1	ENSG00000096384	BLCA	B	Act
HSP90AB1	ENSG00000096384	SCLC	B	Act
HSP90AB1	ENSG00000096384	LUAD	B	Act
HSP90AB1	ENSG00000096384	STAD	B	Act
HSP90AB1	ENSG00000096384	LUSC	B	Act
HSP90AB1	ENSG00000096384	GBM	B	Act
HSP90AB1	ENSG00000096384	MM	B	Act
HSPA8	ENSG00000109971	LUSC	C	Act
HSPA8	ENSG00000109971	PRAD	C	Act
HSPA8	ENSG00000109971	HNSC	C	Act
HSPA8	ENSG00000109971	LUAD	C	Act
HSPA8	ENSG00000109971	BLCA	C	Act
HSPA8	ENSG00000109971	BRCA	C	Act
HSPA8	ENSG00000109971	CM	C	Act
IDH1	ENSG00000138413	LUAD	A	Act
IDH1	ENSG00000138413	BLCA	A	Act
IDH1	ENSG00000138413	CLL	A	Act
IDH1	ENSG00000138413	HC	A	Act
IDH1	ENSG00000138413	AML	A	Act
IDH1	ENSG00000138413	GBM	A	Act
IDH1	ENSG00000138413	PRAD	A	Act
IDH1	ENSG00000138413	RCCC	A	Act
IDH1	ENSG00000138413	LUSC	A	Act
IDH1	ENSG00000138413	BRCA	A	Act
IDH1	ENSG00000138413	MM	A	Act
IDH1	ENSG00000138413	UCEC	A	Act
IDH1	ENSG00000138413	LGG	A	Act
IDH1	ENSG00000138413	CM	A	Act
IDH2	ENSG00000182054	COREAD	A	Act
IDH2	ENSG00000182054	AML	A	Act
IDH2	ENSG00000182054	CM	A	Act
IDH2	ENSG00000182054	LGG	A	Act
IL6ST	ENSG00000134352	MM	B	Act
ING1	ENSG00000153487	UCEC	C	LoF
ING2	ENSG00000168556	PAAD	C	LoF
INHBA	ENSG00000122641	PAAD	C	Ambiguous
INPP4A	ENSG00000040933	UCEC	C	LoF
INPPL1	ENSG00000165458	UCEC	C	LoF
IREB2	ENSG00000136381	LUAD	C	Act
IREB2	ENSG00000136381	CM	C	Act
IREB2	ENSG00000136381	LUSC	C	Act
IREB2	ENSG00000136381	BLCA	C	Act
IREB2	ENSG00000136381	ESCA	C	Act
IREB2	ENSG00000136381	STAD	C	Act
IREB2	ENSG00000136381	UCEC	C	Act
IREB2	ENSG00000136381	HNSC	C	Act
IRF2	ENSG00000168310	STAD	C	LoF
IRF4	ENSG00000137265	MM	B	ambiguous
IRF6	ENSG00000117595	HNSC	C	Ambiguous
IRF7	ENSG00000185507	CM	C	Act
IRS2	ENSG00000185950	LUAD	C	LoF
IRS2	ENSG00000185950	STAD	C	LoF
IRS2	ENSG00000185950	HNSC	C	LoF
IRS2	ENSG00000185950	ESCA	C	LoF
IRS2	ENSG00000185950	BLCA	C	LoF
IRS2	ENSG00000185950	PRAD	C	LoF
IRS2	ENSG00000185950	LUSC	C	LoF
ITGA9	ENSG00000144668	CM	C	Act
ITSN1	ENSG00000205726	HC	C	LoF
ITSN1	ENSG00000205726	RCCC	C	LoF
ITSN1	ENSG00000205726	CM	C	LoF
ITSN1	ENSG00000205726	COREAD	C	LoF
ITSN1	ENSG00000205726	SCLC	C	LoF
ITSN1	ENSG00000205726	BRCA	C	LoF
ITSN1	ENSG00000205726	LUSC	C	LoF
ITSN1	ENSG00000205726	OV	C	LoF
ITSN1	ENSG00000205726	ESCA	C	LoF
JMY	ENSG00000152409	CM	C	Ambiguous
KANSL1	ENSG00000120071	PAAD	C	LoF
KAT6B	ENSG00000156650	LGG	B	Act
KAT6B	ENSG00000156650	PRAD	B	Act
KAT8	ENSG00000103510	PAAD	C	Ambiguous
KDM5C	ENSG00000269816	RCCC	A	LoF
KDM5C	ENSG00000126012	CM	A	LoF
KDM5C	ENSG00000269816	HNSC	A	LoF
KDM5C	ENSG00000126012	HNSC	A	LoF
KDM5C	ENSG00000126012	BRCA	A	LoF
KDM5C	ENSG00000269816	BRCA	A	LoF
KDM5C	ENSG00000269816	CM	A	LoF
KDM5C	ENSG00000126012	GBM	A	LoF
KDM5C	ENSG00000269816	GBM	A	LoF
KDM5C	ENSG00000126012	RCCC	A	LoF
KDM5C	ENSG00000126012	LUSC	A	LoF
KDM5C	ENSG00000269816	LUSC	A	LoF
KDM6A	ENSG00000147050	MB	A	LoF
KDM6A	ENSG00000147050	GBM	A	LoF
KDM6A	ENSG00000147050	AML	A	LoF
KDM6A	ENSG00000147050	PAAD	A	LoF
KDM6A	ENSG00000147050	STAD	A	LoF
KDM6A	ENSG00000147050	RCCC	A	LoF
KDM6A	ENSG00000147050	ESCA	A	LoF
KDM6A	ENSG00000147050	CM	A	LoF
KDM6A	ENSG00000147050	UCEC	A	LoF
KDM6A	ENSG00000147050	HNSC	A	LoF
KDM6A	ENSG00000147050	SCLC	A	LoF
KDM6A	ENSG00000147050	CLL	A	LoF
KDM6A	ENSG00000147050	PRAD	A	LoF
KDM6A	ENSG00000147050	LUAD	A	LoF
KDM6A	ENSG00000147050	BLCA	A	LoF
KDR	ENSG00000128052	GBM	B	Act
KDR	ENSG00000128052	LUAD	B	Act
KEAP1	ENSG00000079999	RCCC	A	Act
KEAP1	ENSG00000079999	LUSC	A	Act
KEAP1	ENSG00000079999	BLCA	A	Act
KEAP1	ENSG00000079999	LUAD	A	Act
KEAP1	ENSG00000079999	BRCA	A	Act
KEAP1	ENSG00000079999	PRAD	A	Act
KEAP1	ENSG00000079999	NSCLC	A	Act
KIT	ENSG00000157404	AML	A	Act
KLF4	ENSG00000136826	UCEC	C	Act
KLF4	ENSG00000136826	CM	C	Act
KLF4	ENSG00000136826	NB	C	Act
KLF4	ENSG00000136826	STAD	C	Act
KLF4	ENSG00000136826	MEN	A	Act
KLF4	ENSG00000136826	BRCA	C	Act
KLF6	ENSG00000067082	HNSC	B	LoF
KLF6	ENSG00000067082	STAD	B	LoF
KLF6	ENSG00000067082	LUAD	B	LoF
KLF6	ENSG00000067082	BLCA	B	LoF
KLF6	ENSG00000067082	CM	B	LoF
KRAS	ENSG00000133703	ALL	A	Act
KRAS	ENSG00000133703	MM	A	Act
KRAS	ENSG00000133703	AML	A	Act
KRAS	ENSG00000133703	CLL	A	Act
KRAS	ENSG00000133703	CM	A	Act
KRAS	ENSG00000133703	PAAD	A	Act
KRAS	ENSG00000133703	OV	A	Act
KRAS	ENSG00000133703	LUAD	A	Act
KRAS	ENSG00000133703	UCEC	A	Act
KRAS	ENSG00000133703	NSCLC	A	Act
KRAS	ENSG00000133703	THCA	A	Act
KRAS	ENSG00000133703	LUSC	A	Act
KRAS	ENSG00000133703	BRCA	A	Act
KRAS	ENSG00000133703	STAD	A	Act
KRAS	ENSG00000133703	COREAD	A	Act
KRAS	ENSG00000133703	GBM	A	Act
LCP1	ENSG00000136167	RCCC	B	Act
LCP1	ENSG00000136167	BRCA	B	Act
LCP1	ENSG00000136167	STAD	B	Act
LCP1	ENSG00000136167	LUAD	B	Act
LCP1	ENSG00000136167	CM	B	Act
LDHA	ENSG00000134333	CM	C	LoF
LDHA	ENSG00000134333	LUAD	C	LoF
LDHA	ENSG00000134333	THCA	C	LoF
LIMA1	ENSG00000050405	BLCA	C	LoF
LNPEP	ENSG00000113441	CM	C	Ambiguous
LRP6	ENSG00000070018	GBM	C	Act
LRP6	ENSG00000070018	RCCC	C	Act
LRP6	ENSG00000070018	CM	C	Act
LRP6	ENSG00000070018	ESCA	C	Act
LRP6	ENSG00000070018	NB	C	Act
LRP6	ENSG00000070018	BRCA	C	Act
LRPPRC	ENSG00000138095	CM	C	LoF
MACF1	ENSG00000127603	STAD	C	Act
MACF1	ENSG00000127603	HC	C	Act
MACF1	ENSG00000127603	BRCA	C	Act
MACF1	ENSG00000127603	ESCA	C	Act
MACF1	ENSG00000127603	MM	C	Act
MACF1	ENSG00000127603	NB	C	Act
MACF1	ENSG00000127603	HNSC	C	Act
MAGI2	ENSG00000187391	CM	C	Act
MAP2K1	ENSG00000169032	CM	A	Act
MAP2K1	ENSG00000169032	STAD	A	Act
MAP2K1	ENSG00000169032	COREAD	A	Act
MAP2K1	ENSG00000169032	LUSC	A	Act
MAP2K1	ENSG00000169032	LUAD	A	Act
MAP2K4	ENSG00000065559	CM	A	LoF
MAP2K4	ENSG00000065559	STAD	A	LoF
MAP2K4	ENSG00000065559	ESCA	A	LoF
MAP2K4	ENSG00000065559	BRCA	A	LoF
MAP2K4	ENSG00000065559	LUAD	A	LoF
MAP2K4	ENSG00000065559	PAAD	A	LoF
MAP2K4	ENSG00000065559	UCEC	A	LoF
MAP3K1	ENSG00000095015	HNSC	A	LoF
MAP3K1	ENSG00000095015	UCEC	A	LoF
MAP3K1	ENSG00000095015	LUAD	A	LoF
MAP3K1	ENSG00000095015	BRCA	A	LoF
MAP3K1	ENSG00000095015	BLCA	A	LoF
MAP3K1	ENSG00000095015	LUSC	A	LoF
MAP3K1	ENSG00000095015	STAD	A	LoF
MAP3K1	ENSG00000095015	CM	A	LoF
MAP3K11	ENSG00000173327	CM	C	Ambiguous
MAP3K4	ENSG00000085511	LUAD	C	Act
MAP3K4	ENSG00000085511	OV	C	Act
MAP3K4	ENSG00000085511	COREAD	C	Act
MAP3K4	ENSG00000085511	ESCA	C	Act
MAP3K4	ENSG00000085511	CM	C	Act
MAP3K4	ENSG00000085511	GBM	C	Act
MAP3K4	ENSG00000085511	LUSC	C	Act
MAP3K4	ENSG00000085511	BLCA	C	Act
MAP4K1	ENSG00000104814	LUAD	C	Act
MAP4K3	ENSG00000011566	OV	C	LoF
MAP4K3	ENSG00000011566	PRAD	C	LoF
MAP4K3	ENSG00000011566	CM	C	LoF
MAP4K3	ENSG00000011566	LUAD	C	LoF
MAP4K3	ENSG00000011566	BLCA	C	LoF
MAP4K3	ENSG00000011566	HNSC	C	LoF
MAP4K3	ENSG00000011566	GBM	C	LoF
MARK2	ENSG00000072518	PAAD	A	Ambiguous
MAT2A	ENSG00000168906	CM	C	Ambiguous
MAX	ENSG00000125952	UCEC	C	Act
MAX	ENSG00000125952	LUAD	C	Act
MAX	ENSG00000125952	MM	C	Act
MAX	ENSG00000125952	RCCC	C	Act
MAX	ENSG00000125952	GBM	C	Act
MAX	ENSG00000125952	BRCA	C	Act
MAX	ENSG00000125952	LGG	C	Act
MCM3	ENSG00000112118	CM	C	Act
MCM8	ENSG00000125885	CM	C	Act
MECOM	ENSG00000085276	STAD	B	Act
MECOM	ENSG00000085276	CM	B	Act
MECOM	ENSG00000085276	MM	B	Act
MECOM	ENSG00000085276	PRAD	B	Act
MECOM	ENSG00000085276	BLCA	B	Act
MECOM	ENSG00000085276	OV	B	Act
MECOM	ENSG00000085276	BRCA	B	Act
MECOM	ENSG00000085276	LGG	B	Act
MECOM	ENSG00000085276	NB	B	Act
MECOM	ENSG00000085276	COREAD	B	Act
MED12	ENSG00000184634	COREAD	B	Act
MED12	ENSG00000184634	STAD	B	Act
MED12	ENSG00000184634	PRAD	B	Act
MED12	ENSG00000184634	BLCA	B	Act
MED12	ENSG00000184634	SCLC	B	Act
MED12	ENSG00000184634	AML	B	Act
MED12	ENSG00000184634	BRCA	B	Act
MED12	ENSG00000184634	OV	B	Act
MED12	ENSG00000184634	CLL	B	Act
MED12	ENSG00000184634	ESCA	B	Act
MED17	ENSG00000042429	LUSC	C	Act
MED17	ENSG00000042429	UCEC	C	Act
MED17	ENSG00000042429	RCCC	C	Act
MED17	ENSG00000042429	HNSC	C	Act
MED17	ENSG00000042429	LUAD	C	Act
MED17	ENSG00000042429	CM	C	Act
MED17	ENSG00000042429	STAD	C	Act
MED23	ENSG00000112282	BRCA	C	LoF
MED24	ENSG00000008838	LUAD	C	Ambiguous
MED24	ENSG00000008838	BRCA	C	Ambiguous
MED24	ENSG00000008838	BLCA	C	Ambiguous
MED24	ENSG00000008838	RCCC	C	Ambiguous
MED24	ENSG00000008838	COREAD	C	Ambiguous
MED24	ENSG00000008838	CM	C	Ambiguous
MED24	ENSG00000008838	LUSC	C	Ambiguous
MEF2C	ENSG00000081189	HNSC	C	Act
MEN1	ENSG00000133895	LUAD	B	LoF
MEN1	ENSG00000133895	HNSC	B	LoF
MEN1	ENSG00000133895	LUSC	B	LoF
MEN1	ENSG00000133895	CM	B	LoF
MEN1	ENSG00000133895	GBM	B	LoF
MET	ENSG00000105976	NB	B	Act
MET	ENSG00000105976	ESCA	B	Act
MET	ENSG00000105976	RCCC	B	Act
MET	ENSG00000105976	BLCA	B	Act
MET	ENSG00000105976	STAD	B	Act
MET	ENSG00000105976	LUSC	B	Act
MET	ENSG00000105976	LUAD	B	Act
MET	ENSG00000105976	UCEC	B	Act
MET	ENSG00000105976	GBM	B	Act
MET	ENSG00000105976	LGG	B	Act
MFNG	ENSG00000100060	CM	C	Act
MGA	ENSG00000174197	LUAD	A	LoF
MGA	ENSG00000174197	BRCA	A	LoF
MGA	ENSG00000174197	UCEC	C	LoF
MGA	ENSG00000174197	COREAD	C	LoF
MGA	ENSG00000174197	ESCA	B	LoF
MGA	ENSG00000174197	RCCC	B	LoF
MGA	ENSG00000174197	BLCA	C	LoF
MGA	ENSG00000174197	MB	C	LoF
MGA	ENSG00000174197	HNSC	A	LoF
MGMT	ENSG00000170430	HNSC	C	Act
MKL1	ENSG00000196588	RCCC	B	Act
MKL1	ENSG00000196588	OV	B	Act
MKL1	ENSG00000196588	BRCA	B	Act
MKL1	ENSG00000196588	STAD	B	Act
MKL1	ENSG00000196588	LUAD	B	Act
MKL1	ENSG00000196588	UCEC	B	Act
MKL1	ENSG00000196588	CM	B	Act
MKL1	ENSG00000196588	LUSC	B	Act
MLH1	ENSG00000076242	LUSC	B	LoF
MLH1	ENSG00000076242	CM	B	LoF
MLH1	ENSG00000076242	BRCA	B	LoF
MLH1	ENSG00000076242	UCEC	B	LoF
MLH1	ENSG00000076242	LUAD	B	LoF
MLH1	ENSG00000076242	BLCA	B	LoF
MLH1	ENSG00000076242	STAD	B	LoF
MLH1	ENSG00000076242	OV	B	LoF
MLH3	ENSG00000119684	UCEC	C	LoF
MLL	ENSG00000267910	LGG	B	Act
MLL	ENSG00000118058	LUAD	B	Act
MLL	ENSG00000118058	LGG	B	Act
MLL	ENSG00000267910	LUAD	B	Act
MLL	ENSG00000267910	HNSC	B	Act
MLL	ENSG00000267910	PRAD	B	Act
MLL	ENSG00000267910	THCA	B	Act
MLL	ENSG00000118058	THCA	B	Act
MLL	ENSG00000118058	BRCA	B	Act
MLL	ENSG00000267910	BRCA	B	Act
MLL	ENSG00000118058	CLL	B	Act
MLL	ENSG00000267910	CLL	B	Act
MLL	ENSG00000118058	GBM	B	Act
MLL	ENSG00000118058	PRAD	B	Act
MLL	ENSG00000118058	HNSC	B	Act
MLL	ENSG00000267910	GBM	B	Act
MLL	ENSG00000267910	MM	B	Act
MLL	ENSG00000267910	SCLC	B	Act
MLL	ENSG00000267910	LUSC	B	Act
MLL	ENSG00000118058	LUSC	B	Act
MLL	ENSG00000118058	SCLC	B	Act
MLL	ENSG00000118058	MM	B	Act
MLL2	ENSG00000167548	HNSC	A	LoF
MLL2	ENSG00000167548	ESCA	A	LoF
MLL2	ENSG00000167548	DLBCL	A	LoF
MLL2	ENSG00000167548	COREAD	A	LoF
MLL2	ENSG00000167548	PRAD	A	LoF
MLL2	ENSG00000167548	CLL	A	LoF
MLL2	ENSG00000167548	SCLC	A	LoF
MLL2	ENSG00000167548	BLCA	A	LoF
MLL2	ENSG00000167548	LGG	A	LoF
MLL2	ENSG00000167548	OV	A	LoF
MLL2	ENSG00000167548	BRCA	A	LoF
MLL2	ENSG00000167548	LUSC	A	LoF
MLL2	ENSG00000167548	MB	A	LoF
MLL2	ENSG00000167548	NB	A	LoF
MLL3	ENSG00000055609	MM	A	LoF
MLL3	ENSG00000055609	RCCC	A	LoF
MLL3	ENSG00000055609	BLCA	A	LoF
MLL3	ENSG00000055609	PRAD	A	LoF
MLL3	ENSG00000055609	CM	A	LoF
MLL3	ENSG00000055609	NSCLC	A	LoF
MLL3	ENSG00000055609	BRCA	A	LoF
MLL3	ENSG00000055609	HC	A	LoF
MLL3	ENSG00000055609	LUAD	A	LoF
MLL3	ENSG00000055609	PAAD	B	LoF
MLL3	ENSG00000055609	MB	A	LoF
MLL3	ENSG00000055609	CLL	A	LoF
MLL3	ENSG00000055609	SCLC	A	LoF
MLL3	ENSG00000055609	THCA	A	LoF
MLLT4	ENSG00000130396	BRCA	B	Act
MMP2	ENSG00000087245	LUAD	C	Act
MNDA	ENSG00000163563	SCLC	C	Ambiguous
MSR1	ENSG00000038945	SCLC	C	LoF
MSR1	ENSG00000038945	STAD	C	LoF
MSR1	ENSG00000038945	HNSC	C	LoF
MSR1	ENSG00000038945	ESCA	C	LoF
MSR1	ENSG00000038945	LUAD	C	LoF
MSR1	ENSG00000038945	COREAD	C	LoF
MSR1	ENSG00000038945	BRCA	C	LoF
MSR1	ENSG00000038945	CM	C	LoF
MTOR	ENSG00000198793	CLL	B	Act
MTOR	ENSG00000198793	BLCA	C	Act
MTOR	ENSG00000198793	RCCC	A	Act
MTOR	ENSG00000198793	HNSC	C	Act
MTOR	ENSG00000198793	ESCA	A	Act
MTOR	ENSG00000198793	LGG	A	Act
MTOR	ENSG00000198793	BRCA	A	Act
MTOR	ENSG00000198793	SCLC	C	Act
MUC20	ENSG00000176945	UCEC	C	LoF
MUC20	ENSG00000176945	HNSC	C	LoF
MUC20	ENSG00000176945	BRCA	C	LoF
MUC20	ENSG00000176945	LUSC	C	LoF
MUC4	ENSG00000145113	PRAD	C	Ambiguous
MYB	ENSG00000118513	BRCA	A	Act
MYB	ENSG00000118513	LUSC	B	Act
MYB	ENSG00000118513	SCLC	B	Act
MYB	ENSG00000118513	LUAD	B	Act
MYB	ENSG00000118513	UCEC	B	Act
MYC	ENSG00000136997	DLBCL	B	Act
MYCN	ENSG00000134323	NB	B	Act
MYD88	ENSG00000172936	CLL	A	Act
MYH10	ENSG00000133026	BLCA	C	Act
MYH10	ENSG00000133026	PRAD	C	Act
MYH10	ENSG00000133026	UCEC	C	Act
MYH10	ENSG00000133026	MM	C	Act
MYH10	ENSG00000133026	HC	C	Act
MYH10	ENSG00000133026	COREAD	C	Act
MYH10	ENSG00000133026	LUAD	C	Act
MYH10	ENSG00000133026	OV	C	Act
MYH11	ENSG00000133392	BRCA	B	Act
MYH11	ENSG00000133392	BLCA	B	Act
MYH11	ENSG00000133392	STAD	B	Act
MYH14	ENSG00000105357	BRCA	C	Act
MYH9	ENSG00000100345	STAD	B	Act
MYH9	ENSG00000100345	HNSC	B	Act
MYH9	ENSG00000100345	BRCA	B	Act
NAP1L1	ENSG00000187109	STAD	C	LoF
